Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-January-2016,783.00,794.00,783.00,788.25,789.118584373119031738,122942,2950,97015817.00,39338,32.00,11.00,5.25
11-January-2016,790.00,804.25,779.20,782.85,789.300715026277215687,279710,7828,220775303.00,92288,32.99,25.05,-7.15
8-January-2016,792.00,805.00,786.25,793.00,795.010716503225378348,210983,6226,167733746.00,42972,20.37,18.75,1.00
7-January-2016,786.00,798.85,779.50,784.00,785.896572606472800959,171734,5018,134965162.00,30812,17.94,19.35,-2.00
6-January-2016,810.00,810.00,790.00,792.50,795.572514628010729524,143902,4836,114484476.00,37282,25.91,20.00,-17.50
5-January-2016,804.60,807.00,792.50,801.25,800.907569475276358464,132889,4049,106431806.00,33477,25.19,14.50,-3.35
4-January-2016,814.00,821.00,796.05,798.65,804.916140660201782740,255225,7940,205434722.00,70486,27.62,24.95,-15.35
1-January-2016,810.00,818.00,806.85,815.75,813.214409338537977750,187781,4273,152706215.00,35494,18.90,11.15,5.75
31-December-2015,811.00,824.50,804.90,819.95,814.128837758792087481,138818,4542,113015737.00,44815,32.28,19.60,8.95
30-December-2015,816.00,816.00,806.65,810.70,810.125119709259971679,122171,3296,98973796.00,35332,28.92,9.35,-5.30
29-December-2015,818.00,819.85,805.80,810.85,812.758858359639128079,214148,6955,174050684.00,83310,38.90,14.05,-7.15
28-December-2015,793.05,815.15,792.55,811.50,803.377064381754728984,278231,7017,223524404.00,139068,49.98,22.60,18.45
24-December-2015,791.50,798.30,786.20,791.55,792.231893848352757965,140629,4056,111410779.00,44652,31.75,12.10,0.05
23-December-2015,771.00,793.95,771.00,791.05,786.546003712907756834,407228,9526,320303556.00,147437,36.21,22.95,20.05
22-December-2015,755.05,768.80,755.05,764.15,763.370337740410263601,328033,8604,250410662.00,91922,28.02,13.75,9.10
21-December-2015,740.10,757.00,732.00,754.45,744.513662494772812712,946972,26625,705033592.00,215957,22.81,25.00,14.35
18-December-2015,802.60,809.30,787.10,790.45,797.098009659577782971,256740,7919,204646943.00,87221,33.97,22.20,-12.15
17-December-2015,790.00,805.00,789.50,802.60,796.333837485856789895,259842,7220,206920977.00,142944,55.01,15.50,12.60
16-December-2015,778.00,785.40,776.10,784.00,781.729929562838611669,168519,5889,131736346.00,62387,37.02,9.30,6.00
15-December-2015,776.50,781.10,770.00,773.70,776.158457274505023162,200969,8934,155983789.00,88173,43.87,11.10,-2.80
14-December-2015,762.00,773.00,753.55,768.60,765.934066892029329433,206482,7295,158151598.00,78126,37.84,19.45,6.60
11-December-2015,759.00,766.00,748.85,758.05,756.249820400481630257,197662,6620,149481852.00,58075,29.38,17.15,-0.95
10-December-2015,767.50,767.50,734.40,756.55,748.194010937116024029,337749,11774,252701779.00,71376,21.13,33.10,-10.95
9-December-2015,774.85,775.70,751.00,758.80,755.916362086575696786,680445,8397,514359509.00,474316,69.71,24.70,-16.05
8-December-2015,777.00,779.50,767.90,771.00,773.563139457498701887,273474,7205,211549406.00,102289,37.40,11.60,-6.00
7-December-2015,765.00,781.20,762.35,777.35,775.820704871392904836,654474,14781,507754480.00,298109,45.55,18.85,12.35
4-December-2015,725.90,773.00,722.00,756.10,758.891061761702840792,1933334,30728,1467189892.00,1060671,54.86,51.00,30.20
3-December-2015,731.75,733.15,724.50,726.90,728.923491755577109602,180425,6061,131516021.00,60873,33.74,8.65,-4.85
2-December-2015,739.00,739.00,726.10,733.25,733.051194510654875857,238717,7426,174991782.00,64660,27.09,12.90,-5.75
1-December-2015,732.00,739.40,728.50,730.40,730.773295376205422678,246594,5165,180204310.00,103085,41.80,10.90,-1.60
30-November-2015,735.30,736.00,728.00,730.65,730.422506470051574224,268545,6861,196151312.00,110551,41.17,8.00,-4.65
27-November-2015,742.00,743.00,731.50,739.95,738.256076457905592165,427634,7702,315703399.00,247668,57.92,11.50,-2.05
26-November-2015,715.50,739.80,715.50,735.95,731.698848489078093377,573160,15524,419380512.00,163735,28.57,24.30,20.45
24-November-2015,717.90,720.30,706.40,707.90,710.653991012860905944,484025,13635,343974298.00,207593,42.89,13.90,-10.00
